open_time,close_time,open,high,low,close,volume,trades,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,weekofyear_sin,weekofyear_cos,weekofmonth_sin,weekofmonth_cos,monthofyear_sin,monthofyear_cos,willr_14,mfi_14,ultosc_7_14_28
2021-12-12T00:00:00.0,2021-12-13T00:00:00.0,49420.51,50800.0,48675.0,50124.38,1233.7883861599998,11767,0.0,1.0,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791,-0.32126966169236515,0.9469877530760751,-0.35460488704253595,0.9350162426854147,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,-0.5280266165196009,0.4173085568251774,0.5138875124697112
2021-12-13T00:00:00.0,2021-12-14T00:00:00.0,50102.31,50226.2,45750.0,46725.02,3337.4479289600004,26248,0.0,1.0,0.7818314824680298,0.6234898018587336,0.48530196253108104,-0.8743466161445821,-0.3049212246562894,0.9523775757303973,-0.2393156642875578,0.970941817426052,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,-0.7247203818891944,0.35924745507572015,0.42974027733476283
2021-12-14T00:00:00.0,2021-12-15T00:00:00.0,46736.7,48689.3,46310.4,48389.96,2016.5898145799997,18827,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.29936312297335804,-0.9541392564000488,-0.2884824328806098,0.9574851883550389,-0.2393156642875578,0.970941817426052,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,-0.6251221388571422,0.4197553873701719,0.4771685120549851
2021-12-15T00:00:00.0,2021-12-16T00:00:00.0,48386.95,49514.85,46560.0,48876.84,2593.3518095900004,22104,0.0,1.0,0.43388373911755823,-0.900968867902419,0.10116832198743272,-0.994869323391895,-0.27195815753410524,0.9623090774541487,-0.2393156642875578,0.970941817426052,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.5594797411457173,0.4146182683579671,0.49204366471696664
2021-12-16T00:00:00.0,2021-12-17T00:00:00.0,48876.84,49449.0,47506.21,47663.42,1456.25725801,16878,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952,-0.2553532951161881,0.9668478136052773,-0.2393156642875578,0.970941817426052,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.636844017979534,0.4313499956875252,0.5074394425815837
2021-12-17T00:00:00.0,2021-12-18T00:00:00.0,47654.99,48018.52,45478.74,46210.92,2077.28024679,20082,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488,-0.23867276600594997,0.9711000518829505,-0.2393156642875578,0.970941817426052,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.6437175647571383,0.44478392117941334,0.5318888899785009
2021-12-18T00:00:00.0,2021-12-19T00:00:00.0,46141.63,47370.14,45501.0,46881.87,827.39374258,12227,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822,-0.22192151300416674,0.9750645322571945,-0.2393156642875578,0.970941817426052,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.7845402364156215,0.5912632749204695,0.5031377029467279
2021-12-19T00:00:00.0,2021-12-20T00:00:00.0,46854.18,48307.34,46450.0,46704.67,1275.49937089,10820,0.0,1.0,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,-0.20510449986861926,0.9787400799669153,-0.2393156642875578,0.970941817426052,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.8117504522239591,0.5360262174147473,0.4594223480990628
2021-12-20T00:00:00.0,2021-12-21T00:00:00.0,46671.66,47547.5,45572.94,46915.0,1726.0160326200005,15998,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.7907757369376986,-0.6121059825476627,-0.1882267098432439,0.9821256058680006,-0.12053668025532363,0.992708874098054,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.7794529088212078,0.4183349894219724,0.5065821404739135
2021-12-21T00:00:00.0,2021-12-22T00:00:00.0,46926.72,49353.49,46667.08,48929.86,1674.16446918,18341,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8978045395707417,-0.44039415155763423,-0.1712931441814778,0.9852201067560606,-0.12053668025532363,0.992708874098054,-0.587785252292473,-0.8090169943749475,-2.4492935982947064e-16,1.0,-0.40195505894462874,0.4153046129618136,0.5175520626395477
2021-12-22T00:00:00.0,2021-12-23T00:00:00.0,48907.75,49600.0,48449.87,48618.99,1306.1657419199994,15368,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.9680771188662041,-0.2506525322587213,-0.154308820664281,0.9880226656636976,-0.12053668025532363,0.992708874098054,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.4141619731841871,0.471681577740395,0.4598568632094018
2021-12-23T00:00:00.0,2021-12-24T00:00:00.0,48618.99,51386.66,48051.1,50850.0,1715.3580266400006,16868,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355,-0.13727877211326517,0.9905324521322227,-0.12053668025532363,0.992708874098054,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.09083738439247706,0.557950384437272,0.5563983299898123
2021-12-24T00:00:00.0,2021-12-25T00:00:00.0,50850.0,51864.56,50442.34,50841.48,1446.08883091,14907,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9884683243281114,0.15142777750457667,-0.12020804489935275,0.9927487224577402,-0.12053668025532363,0.992708874098054,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.16021121797983573,0.6488483890529261,0.5824246201494445
2021-12-25T00:00:00.0,2021-12-26T00:00:00.0,50857.42,51179.36,50190.9,50442.22,823.0487291600001,12312,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.9377521321470804,0.3473052528448203,-0.10310169744743544,0.9946708199115211,-0.12053668025532363,0.992708874098054,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.2227341202852565,0.6051283228750204,0.5437993293985369
2021-12-26T00:00:00.0,2021-12-27T00:00:00.0,50421.51,51292.65,49458.85,50791.21,1015.2219746599999,13480,0.0,1.0,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,-0.0859647987374467,0.9962981749346077,-0.12053668025532363,0.992708874098054,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.1680833471660646,0.5559079723393956,0.5881058285558824
2021-12-27T00:00:00.0,2021-12-28T00:00:00.0,50885.32,52098.6,50479.44,50718.11,1102.98343745,17083,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.72479278722912,0.6889669190756865,-0.06880242680232064,0.9976303053065857,6.432490598706546e-16,1.0,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.20853764279002845,0.6667853956626619,0.5562904685428655
2021-12-28T00:00:00.0,2021-12-29T00:00:00.0,50708.05,50719.59,47300.0,47543.3,2215.2686335199996,23423,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.5712682150947924,0.8207634412072763,-0.05161966722325418,0.9986668162884759,6.432490598706546e-16,1.0,-0.9510565162951536,0.30901699437494723,-2.4492935982947064e-16,1.0,-0.6881263349980203,0.5662917776773555,0.4303078319320601
2021-12-29T00:00:00.0,2021-12-30T00:00:00.0,47597.7,48157.41,46099.94,46483.36,2089.30815829,18699,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.3943558551133187,0.9189578116202306,-0.034421611622745804,0.9994074007397048,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.8482415035967524,0.4570407655888117,0.40944785434993614
2021-12-30T00:00:00.0,2021-12-31T00:00:00.0,46474.59,47916.32,45934.37,47150.71,2162.27044303,17793,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.20129852008866114,0.9795299412524943,-0.01721335615583528,0.9998518392091162,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.7474312145574074,0.5411977697923533,0.3748217277041483
2021-12-31T00:00:00.0,2022-01-01T00:00:00.0,47110.3,48589.47,45655.31,46214.37,1798.55260406,18355,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.8918743179337938,0.5478174852645338,0.3596666184771853
2022-01-01T00:00:00.0,2022-01-02T00:00:00.0,46230.0,47960.98,46199.9,47777.42,741.5206031299999,10825,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.20129852008866006,0.9795299412524945,0.017213356155834685,0.9998518392091162,6.432490598706546e-16,1.0,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.662182829016529,0.5462849241251719,0.4012101471646684
2022-01-03T00:00:00.0,2022-01-04T00:00:00.0,47290.55,47586.58,45692.13,46439.89,1140.1790883200001,13696,0.0,1.0,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.051619667223253764,0.998666816288476,0.12053668025532305,0.992708874098054,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.8671475375670817,0.49075895108509543,0.37872423691130325
2022-01-04T00:00:00.0,2022-01-05T00:00:00.0,46464.01,47526.0,45539.05,45820.0,1832.61283694,21186,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.72479278722912,0.6889669190756866,0.06880242680231986,0.9976303053065857,0.12053668025532305,0.992708874098054,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.9571693180172425,0.4886993259773745,0.3607865849572546
2022-01-05T00:00:00.0,2022-01-06T00:00:00.0,45828.77,46855.06,42413.59,43435.8,3397.54577759,27605,0.0,1.0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.08596479873744647,0.9962981749346078,0.12053668025532305,0.992708874098054,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.8944544197682806,0.38313671538422917,0.35647050450672874
2022-01-06T00:00:00.0,2022-01-07T00:00:00.0,43417.31,43782.86,42414.0,43097.6,2450.1130934999996,24655,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.10310169744743485,0.9946708199115211,0.12053668025532305,0.992708874098054,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.9293743630620926,0.3124299200555427,0.3773328470111465
2022-01-07T00:00:00.0,2022-01-08T00:00:00.0,43093.4,43135.35,40600.0,41535.66,2984.20586087,22798,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767,0.1202080448993527,0.9927487224577402,0.12053668025532305,0.992708874098054,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387,-0.9186283547562308,0.22850970103040852,0.3488515937704201
2022-01-08T00:00:00.0,2022-01-09T00:00:00.0,41576.73,42315.31,40517.05,41690.77,1581.47361959,14275,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,0.13727877211326478,0.9905324521322229,0.12053668025532305,0.992708874098054,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.898656052082839,0.16647037409109358,0.39411419344344606
2022-01-09T00:00:00.0,2022-01-10T00:00:00.0,41697.32,42796.49,41200.0,41875.81,1532.5882340299997,15840,0.0,1.0,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0.15430882066428117,0.9880226656636976,0.12053668025532305,0.992708874098054,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.8826789160345554,0.21766251812994938,0.36268963486004147
2022-01-10T00:00:00.0,2022-01-11T00:00:00.0,41853.98,42256.55,39558.7,41845.42,3494.01378649,25991,0.0,1.0,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.1712931441814776,0.9852201067560606,0.23931566428755774,0.970941817426052,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.817644478823595,0.20183259873157525,0.41585793780522706
2022-01-11T00:00:00.0,2022-01-12T00:00:00.0,41842.22,43144.74,41284.11,42736.0,2442.65415081,23131,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.7907757369376989,-0.6121059825476626,0.1882267098432442,0.9821256058680006,0.23931566428755774,0.970941817426052,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.7153184020270783,0.23030917850011717,0.4725312242081153
2022-01-12T00:00:00.0,2022-01-13T00:00:00.0,42754.44,44337.26,42471.17,43933.5,2502.76210107,20395,0.0,1.0,0.43388373911755823,-0.900968867902419,0.6513724827222223,-0.758758122692791,0.2051044998686192,0.9787400799669153,0.23931566428755774,0.970941817426052,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.5155673325751845,0.31241675972363864,0.5611979408266625
2022-01-13T00:00:00.0,2022-01-14T00:00:00.0,43935.01,44456.34,42321.0,42571.94,1993.88324273,17232,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.48530196253108104,-0.8743466161445821,0.22192151300416552,0.9750645322571948,0.23931566428755774,0.970941817426052,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.6663363146221193,0.3152858061804775,0.5194634700680655
2022-01-14T00:00:00.0,2022-01-15T00:00:00.0,42579.44,43468.95,41782.21,43102.35,1386.8327583399998,15972,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.29936312297335804,-0.9541392564000488,0.2386727660059501,0.9711000518829505,0.23931566428755774,0.970941817426052,0.5877852522924732,-0.8090169943749473,0.49999999999999994,0.8660254037844387,-0.6076026739691078,0.2457424547175222,0.5610692206706517
2022-01-15T00:00:00.0,2022-01-16T00:00:00.0,43085.76,43826.8,42387.86,43102.01,707.6585229700001,10409,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.10116832198743272,-0.994869323391895,0.255353295116187,0.9668478136052775,0.23931566428755774,0.970941817426052,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.5782918445945622,0.28168358791722,0.5606297177762126
2022-01-16T00:00:00.0,2022-01-17T00:00:00.0,43084.77,43495.59,42615.0,43107.7,621.95302734,8530,0.0,1.0,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,0.2719581575341055,0.9623090774541486,0.23931566428755774,0.970941817426052,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.5579156639112695,0.25456653823917264,0.5647493560600986
2022-01-17T00:00:00.0,2022-01-18T00:00:00.0,43099.08,43209.47,41581.0,42255.07,1060.0093879699998,12090,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488,0.288482432880609,0.9574851883550393,0.3546048870425356,0.9350162426854148,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.6615704190880219,0.256309394991751,0.521125577752927
2022-01-18T00:00:00.0,2022-01-19T00:00:00.0,42230.09,42685.25,41290.06,42377.4,1626.0643030399997,13743,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.4853019625310808,-0.8743466161445822,0.30492122465628907,0.9523775757303974,0.3546048870425356,0.9350162426854148,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.6136840835704372,0.25985271313310376,0.5270431890317913
2022-01-19T00:00:00.0,2022-01-20T00:00:00.0,42378.23,42589.9,41145.23,41683.21,1664.7040526900003,13997,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.651372482722222,-0.7587581226927911,0.3212696616923644,0.9469877530760753,0.3546048870425356,0.9350162426854148,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.5662176068473791,0.278874508206054,0.49930484963453364
2022-01-20T00:00:00.0,2022-01-21T00:00:00.0,41733.21,43518.69,40554.14,40736.05,2425.15260695,16871,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,0.3375228995941133,0.9413173175128471,0.3546048870425356,0.9350162426854148,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.7596087095009012,0.2800690710132578,0.4585593800688206
2022-01-21T00:00:00.0,2022-01-22T00:00:00.0,40654.72,41115.58,35423.0,36495.46,6201.046100919999,37104,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8978045395707417,-0.44039415155763423,0.3536761221763716,0.9353679493131483,0.3546048870425356,0.9350162426854148,-0.587785252292473,-0.8090169943749475,0.49999999999999994,0.8660254037844387,-0.8812775783929311,0.254763109333809,0.36339364163506277
2022-01-22T00:00:00.0,2022-01-23T00:00:00.0,36447.37,36825.98,34000.0,35091.11,4510.372186360001,25884,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.9680771188662041,-0.2506525322587213,0.3697245428906731,0.9291414114031743,0.3546048870425356,0.9350162426854148,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.8956508682770452,0.2364244925494205,0.35674363669259584
2022-01-23T00:00:00.0,2022-01-24T00:00:00.0,35084.79,36574.47,34624.59,36293.62,2533.7039759900003,17154,0.0,1.0,-2.4492935982947064e-16,1.0,-0.9987165071710528,-0.05064916883871355,0.38566340624360707,0.9226395488404876,0.3546048870425356,0.9350162426854148,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.7806479131321281,0.2516649631089763,0.39412591511823114
2022-01-24T00:00:00.0,2022-01-25T00:00:00.0,36262.21,38050.0,32950.72,36724.99,6335.15428027,34973,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.9884683243281114,0.15142777750457667,0.401487989205973,0.9158642882672872,0.4647231720437685,0.8854560256532099,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.6719629189908933,0.3980821312414418,0.44984325505180395
2022-01-25T00:00:00.0,2022-01-26T00:00:00.0,36721.59,37552.3,35722.43,36975.91,2793.6910791100004,20495,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.9377521321470804,0.3473052528448203,0.4171936026123168,0.9088176373395029,0.4647231720437685,0.8854560256532099,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.6501544462619134,0.39771006497720224,0.44960310416191335
2022-01-26T00:00:00.0,2022-01-27T00:00:00.0,37006.76,38946.0,36279.21,36829.32,3663.15557069,25955,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.848644257494751,0.5289640103269624,0.4327755925504312,0.901501684131884,0.4647231720437685,0.8854560256532099,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.6628951764442073,0.4093410393650084,0.4270188048368383
2022-01-27T00:00:00.0,2022-01-28T00:00:00.0,36824.02,37251.0,35511.32,37208.36,3103.823010989999,21705,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.72479278722912,0.6889669190756865,0.4482293417404106,0.893918596519257,0.4647231720437685,0.8854560256532099,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.6085317504100743,0.4015708398289035,0.49724642666039565
2022-01-28T00:00:00.0,2022-01-29T00:00:00.0,37179.62,38022.11,36173.98,37748.36,2420.6541070599997,19300,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.5712682150947924,0.8207634412072763,0.4635502709028509,0.886070621534138,0.4647231720437685,0.8854560256532099,-0.9510565162951536,0.30901699437494723,0.49999999999999994,0.8660254037844387,-0.5588815087788984,0.45363352503386034,0.5779728134332761
2022-01-29T00:00:00.0,2022-01-30T00:00:00.0,37713.14,38741.67,37327.79,38192.65,1296.90892268,12858,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.3943558551133187,0.9189578116202306,0.47873384011578846,0.8779600847008882,0.4647231720437685,0.8854560256532099,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.5039794776101749,0.4604475319003929,0.6054383434374494
2022-01-30T00:00:00.0,2022-01-31T00:00:00.0,38176.45,38378.88,37372.59,37941.82,706.9826379599998,8740,0.0,1.0,-2.4492935982947064e-16,1.0,-0.20129852008866114,0.9795299412524943,0.4937755501599772,0.869589389346611,0.4647231720437685,0.8854560256532099,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.527714404942482,0.4604463691911856,0.5875931553881254
2022-01-31T00:00:00.0,2022-02-01T00:00:00.0,37914.1,38776.33,36631.66,38491.92,2009.1300033700002,17719,0.0,1.0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0.5086709438521044,0.8609610158889943,0.5680647467311558,0.8229838658936564,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.47566088851501315,0.500432563790443,0.599404115159731
2022-02-01T00:00:00.0,2022-02-02T00:00:00.0,38483.56,39285.0,38033.78,38733.04,2073.9387171000003,19025,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945,0.5234156073655503,0.8520775211013093,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.45284477529743183,0.5481571537276819,0.5904951206399051
2022-02-02T00:00:00.0,2022-02-03T00:00:00.0,38768.08,38883.96,36618.36,36923.5,1672.70719509,18446,0.0,1.0,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306,0.5380051715382996,0.8429415373547828,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.624073497559134,0.5505991297621202,0.5868161242288016
2022-02-03T00:00:00.0,2022-02-04T00:00:00.0,36924.5,37391.74,36264.55,37320.11,1624.39014671,15670,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,0.5524353131676196,0.8335557718385699,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.46485426571919186,0.5654754515868778,0.5909074907337317
2022-02-04T00:00:00.0,2022-02-05T00:00:00.0,37330.75,41760.39,37064.28,41579.57,3901.5989040499994,29034,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,0.5667017562911176,0.8239230057575542,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.020525172906590113,0.7051388853962441,0.6798940670614648
2022-02-05T00:00:00.0,2022-02-06T00:00:00.0,41608.82,41983.12,40975.0,41427.72,1892.2379740299998,17248,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8486442574947509,0.5289640103269624,0.5808002734538009,0.8140460935082178,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.061489748018245576,0.8052740176345182,0.679581976457985
2022-02-06T00:00:00.0,2022-02-07T00:00:00.0,41422.7,42701.86,41141.81,42420.24,854.6757144399999,10660,0.0,1.0,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0.5947266869607634,0.8039279618328213,0.5680647467311558,0.8229838658936564,0.9510565162951535,0.30901699437494745,0.8660254037844386,0.5000000000000001,-0.02888072574078545,0.7970482057933032,0.6929672233249436
